t,phi_true,phi_mean,phi_freqonly,phi_dsfb,err_mean,err_freqonly,err_dsfb,w2,s2
5.520000,1.985800,2.265981,2.274743,2.279874,0.280182,0.288943,0.294074,0.505559,0.261514
5.530000,1.988636,2.240416,2.258815,2.264312,0.251780,0.270180,0.275676,0.508268,0.259120
5.540000,1.991472,2.282568,2.271909,2.277552,0.291096,0.280437,0.286079,0.506843,0.262155
5.550000,1.994310,2.292692,2.283529,2.289034,0.298382,0.289219,0.294724,0.505698,0.266127
5.560000,1.997148,2.277725,2.281864,2.286951,0.280576,0.284716,0.289802,0.506480,0.263896
5.570000,1.999986,2.309603,2.296967,2.301728,0.309617,0.296981,0.301741,0.504880,0.266193
5.580000,2.002824,2.279631,2.289545,2.294646,0.276807,0.286721,0.291822,0.506378,0.266675
5.590000,2.005664,2.286923,2.289470,2.294689,0.281260,0.283806,0.289026,0.506850,0.266450
5.600000,2.008504,2.280147,2.286042,2.291357,0.271643,0.277538,0.282854,0.507785,0.264503
5.610000,2.011346,2.317234,2.302865,2.307926,0.305889,0.291520,0.296581,0.505919,0.266008
5.620000,2.014190,2.315179,2.310264,2.315269,0.300990,0.296074,0.301079,0.505375,0.268567
5.630000,2.017038,2.365867,2.339313,2.343239,0.348830,0.322275,0.326201,0.501970,0.273703
5.640000,2.019889,2.255560,2.298709,2.303272,0.235671,0.278821,0.283383,0.508040,0.266736
5.650000,2.022743,2.289014,2.295092,2.300588,0.266271,0.272349,0.277845,0.508862,0.266229
5.660000,2.025599,2.339917,2.318729,2.324227,0.314318,0.293129,0.298628,0.506005,0.271099
5.670000,2.028460,2.316532,2.318875,2.324283,0.288072,0.290415,0.295823,0.506473,0.271492
5.680000,2.031325,2.320592,2.320977,2.326434,0.289267,0.289652,0.295109,0.506644,0.272425
5.690000,2.034195,2.210626,2.267044,2.275012,0.176432,0.232849,0.240818,0.514179,0.268565
5.700000,2.037070,2.354473,2.311945,2.319703,0.317403,0.274875,0.282633,0.508405,0.276765
5.710000,2.039950,2.365142,2.339772,2.345708,0.325192,0.299822,0.305758,0.505309,0.277109
5.720000,2.042834,2.341048,2.341664,2.346964,0.298214,0.298830,0.304130,0.505617,0.276752
5.730000,2.045723,2.336839,2.340505,2.345550,0.291116,0.294782,0.299827,0.506282,0.275185
5.740000,2.048617,2.366433,2.354719,2.359554,0.317817,0.306102,0.310938,0.504833,0.278315
5.750000,2.051514,2.348674,2.352958,2.357265,0.297160,0.301444,0.305750,0.505628,0.273682
5.760000,2.054416,2.365005,2.360239,2.364586,0.310589,0.305823,0.310171,0.505098,0.274275
5.770000,2.057323,2.326714,2.344738,2.350046,0.269391,0.287415,0.292723,0.507578,0.274154
5.780000,2.060235,2.362322,2.354774,2.360307,0.302087,0.294539,0.300073,0.506619,0.276913
5.790000,2.063151,2.303688,2.330482,2.337325,0.240537,0.267331,0.274174,0.510197,0.276333
5.800000,2.066071,2.405786,2.369359,2.375177,0.339715,0.303288,0.309106,0.505478,0.280750
5.810000,2.068994,2.377803,2.374842,2.380153,0.308809,0.305848,0.311159,0.505276,0.282305
5.820000,2.071920,2.336640,2.357005,2.363065,0.264720,0.285085,0.291145,0.508041,0.282339
5.830000,2.074850,2.412970,2.386231,2.391328,0.338120,0.311381,0.316478,0.504689,0.284607
5.840000,2.077784,2.354316,2.371544,2.377120,0.276531,0.293760,0.299336,0.507065,0.284501
5.850000,2.080723,2.402629,2.388340,2.393414,0.321906,0.307617,0.312691,0.505332,0.285837
5.860000,2.083664,2.338602,2.364738,2.370664,0.254937,0.281074,0.286999,0.508825,0.283618
5.870000,2.086609,2.366427,2.366824,2.373129,0.279818,0.280215,0.286520,0.508906,0.283651
5.880000,2.089556,2.392396,2.380851,2.387055,0.302840,0.291295,0.297499,0.507462,0.285748
5.890000,2.092505,2.453094,2.418225,2.423025,0.360588,0.325720,0.330520,0.503119,0.290016
5.900000,2.095458,2.360193,2.390496,2.396030,0.264735,0.295038,0.300572,0.507184,0.288894
5.910000,2.098413,2.396162,2.394586,2.400256,0.297749,0.296173,0.301843,0.507056,0.289659
5.920000,2.101371,2.379147,2.388125,2.394437,0.277776,0.286755,0.293067,0.508250,0.290584
5.930000,2.104330,2.337611,2.364118,2.371366,0.233280,0.259787,0.267036,0.511677,0.287429
5.940000,2.107291,2.405603,2.386084,2.392903,0.298313,0.278793,0.285612,0.509214,0.287975
5.950000,2.110253,2.427107,2.407838,2.413850,0.316855,0.297585,0.303597,0.506857,0.288790
5.960000,2.113217,2.405675,2.408019,2.414229,0.292458,0.294801,0.301012,0.507239,0.290905
5.970000,2.116186,2.437775,2.424156,2.429786,0.321589,0.307970,0.313600,0.505626,0.293385
5.980000,2.119157,2.379304,2.403003,2.408928,0.260147,0.283846,0.289771,0.508795,0.289604
5.990000,2.122128,2.396905,2.401204,2.407652,0.274777,0.279075,0.285524,0.509361,0.289132
6.000000,2.125102,2.454668,2.429181,2.434994,0.329566,0.304079,0.309892,0.506170,0.292028
6.010000,2.128077,2.408272,2.419997,2.426526,0.280195,0.291920,0.298448,0.507716,0.294759
6.020000,2.131055,2.462592,2.442553,2.448203,0.331537,0.311499,0.317148,0.505318,0.297383
6.030000,2.134033,2.420913,2.433012,2.438558,0.286880,0.298980,0.304526,0.507010,0.295321
6.040000,2.137012,2.405709,2.420627,2.427123,0.268697,0.283616,0.290111,0.508912,0.295648
6.050000,2.139992,2.457555,2.440343,2.446238,0.317563,0.300351,0.306245,0.506836,0.296401
6.060000,2.142971,2.445726,2.444304,2.450215,0.302755,0.301333,0.307244,0.506743,0.298133
6.070000,2.145949,2.452812,2.449828,2.455341,0.306862,0.303879,0.309391,0.506503,0.297443
6.080000,2.148928,2.430857,2.441616,2.447574,0.281928,0.292688,0.298646,0.507930,0.296942
6.090000,2.151907,2.419262,2.431702,2.438176,0.267355,0.279795,0.286269,0.509543,0.295153
6.100000,2.154884,2.491239,2.462721,2.468646,0.336355,0.307837,0.313762,0.505992,0.299486
6.110000,2.157860,2.460747,2.463013,2.468889,0.302887,0.305153,0.311029,0.506390,0.301302
6.120000,2.160835,2.410785,2.438176,2.445071,0.249950,0.277341,0.284236,0.509856,0.299713
6.130000,2.163809,2.524088,2.482381,2.487911,0.360279,0.318572,0.324102,0.504765,0.303104
6.140000,2.166780,2.530486,2.507724,2.512011,0.363706,0.340945,0.345232,0.502132,0.309485
6.150000,2.169748,2.454862,2.482607,2.487131,0.285114,0.312859,0.317383,0.505754,0.305708
6.160000,2.172711,2.476871,2.481025,2.485868,0.304159,0.308313,0.313156,0.506339,0.304699
6.170000,2.175671,2.434940,2.459264,2.465282,0.259269,0.283593,0.289611,0.509366,0.302290
6.180000,2.178627,2.505819,2.483799,2.489608,0.327192,0.305172,0.310981,0.506654,0.304947
6.190000,2.181579,2.540886,2.513622,2.518437,0.359307,0.332043,0.336858,0.503415,0.310123
6.200000,2.184527,2.405475,2.460855,2.467063,0.220949,0.276329,0.282537,0.510336,0.303895
6.210000,2.187470,2.526404,2.494881,2.500420,0.338934,0.307411,0.312951,0.506488,0.305050
6.220000,2.190408,2.458570,2.478008,2.484471,0.268162,0.287600,0.294063,0.508920,0.304446
6.230000,2.193339,2.495602,2.488069,2.494432,0.302263,0.294729,0.301092,0.508039,0.304897
6.240000,2.196262,2.574410,2.532510,2.537301,0.378148,0.336248,0.341039,0.503013,0.309073
6.250000,2.199175,2.522087,2.528612,2.533138,0.322912,0.329437,0.333963,0.504000,0.310986
6.260000,2.202078,2.487640,2.509432,2.514581,0.285562,0.307354,0.312503,0.506772,0.309371
6.270000,2.204971,2.526391,2.519196,2.524526,0.321420,0.314225,0.319555,0.505929,0.311960
6.280000,2.207854,2.540605,2.531192,2.536085,0.332751,0.323338,0.328230,0.504901,0.312959
6.290000,2.210728,2.557788,2.545792,2.550010,0.347060,0.335063,0.339282,0.503593,0.313712
6.300000,2.213593,2.533035,2.540726,2.544863,0.319441,0.327133,0.331270,0.504681,0.311634
6.310000,2.216450,2.500339,2.521838,2.526741,0.283889,0.305388,0.310291,0.507379,0.308408
6.320000,2.219297,2.548157,2.536281,2.541164,0.328860,0.316984,0.321867,0.505964,0.308778
6.330000,2.222134,2.539020,2.538947,2.543964,0.316886,0.316812,0.321830,0.506026,0.309013
6.340000,2.224960,2.580667,2.561103,2.565241,0.355707,0.336143,0.340281,0.503768,0.308214
6.350000,2.227774,2.600287,2.582011,2.585319,0.372513,0.354236,0.357545,0.501680,0.312021
6.360000,2.230578,2.498559,2.541618,2.545996,0.267981,0.311040,0.315418,0.507099,0.306530
6.370000,2.233371,2.525749,2.534975,2.540451,0.292379,0.301604,0.307080,0.508196,0.306129
6.380000,2.236153,2.540786,2.539162,2.544745,0.304633,0.303009,0.308592,0.508036,0.304350
6.390000,2.238924,2.540383,2.541055,2.546664,0.301459,0.302132,0.307740,0.508179,0.302026
6.400000,2.241684,2.581203,2.562412,2.567653,0.339520,0.320728,0.325969,0.505895,0.303707
6.410000,2.244433,2.555278,2.560146,2.565630,0.310845,0.315713,0.321196,0.506570,0.304650
6.420000,2.247171,2.496295,2.529517,2.536991,0.249124,0.282346,0.289821,0.510606,0.305073
6.430000,2.249896,2.563345,2.547694,2.555017,0.313449,0.297798,0.305121,0.508686,0.307930
6.440000,2.252609,2.555955,2.553103,2.559908,0.303345,0.300494,0.307299,0.508444,0.307251
6.450000,2.255308,2.646528,2.601097,2.606167,0.391219,0.345789,0.350859,0.503014,0.313218
6.460000,2.257994,2.539121,2.571436,2.576777,0.281127,0.313442,0.318783,0.507139,0.309268
6.470000,2.260666,2.598042,2.586034,2.591304,0.337377,0.325368,0.330638,0.505713,0.311944
6.480000,2.263322,2.624780,2.606714,2.611137,0.361459,0.343392,0.347815,0.503649,0.313773
6.490000,2.265963,2.587204,2.598284,2.602610,0.321240,0.332320,0.336647,0.505153,0.311183
6.500000,2.268588,2.590556,2.595734,2.600396,0.321968,0.327145,0.331808,0.505849,0.310889
6.510000,2.271198,2.589988,2.594169,2.599273,0.318790,0.322971,0.328075,0.506398,0.311461
6.520000,2.273793,2.585678,2.591228,2.596580,0.311885,0.317435,0.322787,0.507134,0.310319
6.530000,2.276374,2.597129,2.595477,2.601599,0.320755,0.319103,0.325226,0.506896,0.315160
6.540000,2.278939,2.628643,2.613360,2.618622,0.349703,0.334421,0.339683,0.505182,0.315863
6.550000,2.281488,2.650024,2.633008,2.637371,0.368536,0.351520,0.355882,0.503276,0.318533
6.560000,2.284021,2.635994,2.635834,2.639959,0.351973,0.351813,0.355938,0.503395,0.321991
6.570000,2.286537,2.641844,2.640172,2.643677,0.355307,0.353635,0.357140,0.503374,0.318166
6.580000,2.289037,2.577242,2.610041,2.614891,0.288205,0.321004,0.325854,0.507365,0.315659
6.590000,2.291521,2.650891,2.631768,2.636577,0.359370,0.340247,0.345055,0.505072,0.319019
6.600000,2.293989,2.601931,2.618170,2.623290,0.307942,0.324181,0.329301,0.507114,0.315990
6.610000,2.296440,2.671829,2.646304,2.650619,0.375389,0.349864,0.354179,0.504130,0.316385
6.620000,2.298874,2.684123,2.666544,2.670059,0.385249,0.367670,0.371185,0.502150,0.319683
6.630000,2.301290,2.584818,2.627029,2.631887,0.283528,0.325739,0.330597,0.507311,0.316366
6.640000,2.303687,2.682396,2.656018,2.660578,0.378709,0.352331,0.356891,0.504159,0.321322
6.650000,2.306064,2.618999,2.638841,2.643797,0.312935,0.332777,0.337733,0.506633,0.318676
6.660000,2.308422,2.641976,2.641720,2.646574,0.333553,0.333298,0.338151,0.506678,0.315802
6.670000,2.310761,2.700018,2.672182,2.676270,0.389257,0.361421,0.365509,0.503403,0.318217
6.680000,2.313082,2.650234,2.662548,2.666996,0.337152,0.349466,0.353914,0.504982,0.319022
6.690000,2.315386,2.649833,2.657519,2.662247,0.334447,0.342133,0.346861,0.505975,0.318062
6.700000,2.317674,2.620641,2.640400,2.646183,0.302967,0.322726,0.328509,0.508343,0.316864
6.710000,2.319946,2.633544,2.638272,2.644754,0.313598,0.318326,0.324808,0.508879,0.317119
6.720000,2.322203,2.632637,2.636751,2.644212,0.310435,0.314548,0.322009,0.509297,0.320021
6.730000,2.324442,2.676976,2.658155,2.665317,0.352534,0.333713,0.340874,0.507076,0.325589
6.740000,2.326664,2.634692,2.647734,2.655197,0.308028,0.321070,0.328533,0.508666,0.326628
6.750000,2.328867,2.677392,2.663860,2.670632,0.348525,0.334993,0.341765,0.507163,0.328391
6.760000,2.331053,2.657857,2.662170,2.668673,0.326804,0.331117,0.337620,0.507764,0.327496
6.770000,2.333221,2.653323,2.659053,2.666057,0.320102,0.325832,0.332836,0.508435,0.328993
6.780000,2.335371,2.688195,2.674925,2.681522,0.352824,0.339554,0.346151,0.506938,0.331623
6.790000,2.337503,2.664239,2.670896,2.677014,0.326736,0.333393,0.339511,0.507840,0.328315
6.800000,2.339618,2.668841,2.671176,2.677423,0.329223,0.331558,0.337805,0.508146,0.327367
6.810000,2.341716,2.768226,2.721007,2.725680,0.426511,0.379291,0.383964,0.502722,0.333358
6.820000,2.343795,2.741607,2.732659,2.736137,0.397811,0.388864,0.392342,0.501899,0.332455
6.830000,2.345857,2.640300,2.687841,2.693151,0.294443,0.341984,0.347294,0.507487,0.330932
6.840000,2.347899,2.642097,2.666283,2.672975,0.294199,0.318384,0.325076,0.510242,0.328600
6.850000,2.349923,2.682350,2.675606,2.683002,0.332428,0.325684,0.333080,0.509369,0.331064
6.860000,2.351928,2.682846,2.680523,2.687794,0.330918,0.328594,0.335865,0.509131,0.330804
6.870000,2.353918,2.683495,2.683308,2.690737,0.329577,0.329390,0.336820,0.509115,0.331602
6.880000,2.355890,2.716908,2.701407,2.708515,0.361018,0.345516,0.352625,0.507343,0.335445
6.890000,2.357848,2.711802,2.707919,2.714269,0.353955,0.350071,0.356422,0.507020,0.334599
6.900000,2.359788,2.725727,2.718141,2.724025,0.365939,0.358353,0.364237,0.506228,0.335551
6.910000,2.361713,2.695677,2.708235,2.714190,0.333963,0.346522,0.352477,0.507757,0.333031
6.920000,2.363622,2.684739,2.697800,2.705063,0.321116,0.334178,0.341441,0.509186,0.335048
6.930000,2.365516,2.735220,2.717810,2.724430,0.369704,0.352295,0.358915,0.507239,0.336457
6.940000,2.367392,2.711107,2.715776,2.722445,0.343715,0.348384,0.355053,0.507826,0.336738
6.950000,2.369253,2.687411,2.702907,2.710290,0.318157,0.333653,0.341037,0.509595,0.336214
6.960000,2.371099,2.669428,2.687465,2.696048,0.298329,0.316365,0.324949,0.511580,0.335942
6.970000,2.372929,2.696894,2.693459,2.702154,0.323964,0.320529,0.329224,0.511158,0.336292
6.980000,2.374743,2.709699,2.702862,2.710687,0.334956,0.328119,0.335945,0.510459,0.333701
6.990000,2.376539,2.743515,2.724478,2.731308,0.366975,0.347939,0.354768,0.508345,0.332708
7.000000,2.378318,2.674202,2.700649,2.708768,0.295883,0.322330,0.330450,0.511347,0.331390
7.010000,2.380079,2.734478,2.718846,2.726497,0.354400,0.338767,0.346418,0.509554,0.331904
7.020000,2.381821,2.701679,2.711560,2.719628,0.319858,0.329739,0.337807,0.510685,0.331226
7.030000,2.383545,2.764842,2.739489,2.746904,0.381297,0.355944,0.363358,0.507770,0.335053
7.040000,2.385251,2.723914,2.733015,2.740841,0.338663,0.347764,0.355591,0.508827,0.337283
7.050000,2.386936,2.735110,2.735367,2.742851,0.348174,0.348430,0.355915,0.508918,0.336992
7.060000,2.388601,2.731684,2.734830,2.742331,0.343083,0.346229,0.353730,0.509303,0.336759
7.070000,2.390245,2.762196,2.749814,2.756905,0.371950,0.359568,0.366660,0.507918,0.338493
7.080000,2.391868,2.734973,2.743707,2.750821,0.343105,0.351838,0.358952,0.508966,0.337257
7.090000,2.393469,2.724507,2.735411,2.743285,0.331037,0.341942,0.349816,0.510169,0.337544
7.100000,2.395048,2.700382,2.719190,2.728228,0.305334,0.324142,0.333180,0.512227,0.337059
7.110000,2.396603,2.683492,2.702616,2.713098,0.286889,0.306013,0.316494,0.514259,0.336864
7.120000,2.398138,2.769554,2.737341,2.746822,0.371416,0.339202,0.348684,0.510605,0.340196
7.130000,2.399652,2.783087,2.761502,2.769689,0.383434,0.361849,0.370037,0.508255,0.342546
7.140000,2.401146,2.819559,2.791840,2.798669,0.418414,0.390694,0.397523,0.505232,0.348925
7.150000,2.402619,2.730340,2.762427,2.769386,0.327721,0.359808,0.366767,0.508954,0.344796
7.160000,2.404073,2.808008,2.786523,2.792877,0.403935,0.382450,0.388805,0.506571,0.347285
7.170000,2.405507,2.755631,2.772404,2.779127,0.350125,0.366897,0.373620,0.508495,0.345740
7.180000,2.406919,2.781212,2.778118,2.784872,0.374293,0.371198,0.377953,0.508156,0.346052
7.190000,2.408312,2.853873,2.817308,2.822588,0.445561,0.408996,0.414276,0.504153,0.348806
7.200000,2.409684,2.820530,2.820269,2.824899,0.410846,0.410585,0.415216,0.504266,0.348498
7.210000,2.411033,2.813455,2.818211,2.822915,0.402422,0.407178,0.411882,0.504871,0.349674
7.220000,2.412359,2.737812,2.779357,2.785879,0.325453,0.366998,0.373520,0.509482,0.347103
7.230000,2.413662,2.825953,2.803958,2.810394,0.412291,0.390297,0.396732,0.506987,0.350702
7.240000,2.414943,2.816500,2.811555,2.817392,0.401558,0.396612,0.402450,0.506526,0.349532
7.250000,2.416204,2.743103,2.778659,2.785795,0.326899,0.362455,0.369591,0.510479,0.345906
7.260000,2.417446,2.826159,2.803704,2.810848,0.408713,0.386258,0.393402,0.507906,0.349920
7.270000,2.418669,2.790500,2.798419,2.805785,0.371830,0.379750,0.387115,0.508805,0.349954
7.280000,2.419875,2.806195,2.803616,2.810724,0.386319,0.383741,0.390849,0.508554,0.349428
7.290000,2.421065,2.732127,2.769184,2.777840,0.311062,0.348119,0.356775,0.512609,0.346127
7.300000,2.422238,2.752941,2.762337,2.772943,0.330703,0.340099,0.350706,0.513424,0.348947
7.310000,2.423395,2.792078,2.778473,2.788689,0.368683,0.355078,0.365294,0.511894,0.350860
7.320000,2.424536,2.805908,2.793470,2.803264,0.381372,0.368934,0.378728,0.510516,0.353950
7.330000,2.425661,2.839590,2.817821,2.826201,0.413929,0.392161,0.400541,0.508224,0.356094
7.340000,2.426769,2.775115,2.797782,2.806378,0.348346,0.371012,0.379609,0.510760,0.353774
7.350000,2.427862,2.871026,2.835694,2.843490,0.443164,0.407833,0.415628,0.506873,0.361059
7.360000,2.428937,2.819367,2.828857,2.836639,0.390430,0.399920,0.407702,0.507962,0.362988
7.370000,2.429996,2.841233,2.836362,2.843565,0.411237,0.406365,0.413569,0.507505,0.363754
7.380000,2.431040,2.754352,2.796678,2.804720,0.323312,0.365638,0.373680,0.512114,0.357278
7.390000,2.432068,2.761707,2.780472,2.789495,0.329639,0.348404,0.357427,0.514061,0.353177
7.400000,2.433081,2.838699,2.810846,2.820281,0.405618,0.377765,0.387201,0.510856,0.358286
7.410000,2.434078,2.745575,2.779499,2.790668,0.311497,0.345420,0.356590,0.514417,0.357185
7.420000,2.435061,2.886955,2.834481,2.843654,0.451894,0.399420,0.408593,0.508782,0.361687
7.430000,2.436027,2.789899,2.813497,2.822288,0.353872,0.377470,0.386261,0.511445,0.357041
7.440000,2.436977,2.812957,2.814510,2.823807,0.375980,0.377532,0.386830,0.511539,0.357747
7.450000,2.437912,2.851384,2.834228,2.842989,0.413471,0.396316,0.405077,0.509669,0.359899
7.460000,2.438833,2.833399,2.835112,2.843547,0.394566,0.396279,0.404714,0.509892,0.359379
7.470000,2.439738,2.803040,2.820373,2.829651,0.363302,0.380635,0.389913,0.511717,0.358817
7.480000,2.440629,2.858126,2.840529,2.849490,0.417497,0.399900,0.408861,0.509776,0.361849
7.490000,2.441505,2.808807,2.825965,2.835421,0.367302,0.384460,0.393916,0.511611,0.360978
7.500000,2.442367,2.806046,2.817286,2.826495,0.363680,0.374919,0.384128,0.512852,0.356922
7.510000,2.443215,2.831032,2.825428,2.835291,0.387817,0.382213,0.392076,0.512117,0.358928
7.520000,2.444051,2.810688,2.819332,2.829196,0.366637,0.375282,0.385145,0.513041,0.356728
7.530000,2.444874,2.894094,2.857979,2.866833,0.449220,0.413105,0.421959,0.509102,0.360997
7.540000,2.445684,2.830717,2.845650,2.854559,0.385033,0.399966,0.408875,0.510751,0.359695
7.550000,2.446480,2.811007,2.829615,2.838908,0.364527,0.383136,0.392428,0.512752,0.356549
7.560000,2.447261,2.830247,2.831199,2.840659,0.382986,0.383939,0.393399,0.512798,0.355154
7.570000,2.448025,2.806818,2.820276,2.830960,0.358793,0.372251,0.382935,0.514119,0.355019
7.580000,2.448774,2.884392,2.853588,2.863114,0.435618,0.404814,0.414340,0.510767,0.357106
7.590000,2.449507,2.877231,2.866694,2.875492,0.427725,0.417188,0.425985,0.509654,0.358358
7.600000,2.450224,2.802674,2.835980,2.845891,0.352450,0.385756,0.395667,0.513231,0.355773
7.610000,2.450925,2.809153,2.823828,2.834964,0.358228,0.372903,0.384039,0.514678,0.355512
7.620000,2.451612,2.862776,2.844550,2.855297,0.411164,0.392937,0.403685,0.512635,0.357693
7.630000,2.452281,2.821471,2.834276,2.844839,0.369190,0.381995,0.392557,0.514034,0.354854
7.640000,2.452934,2.859681,2.848231,2.858320,0.406747,0.395297,0.405386,0.512755,0.354800
7.650000,2.453571,2.863423,2.857091,2.868070,0.409852,0.403520,0.414499,0.511905,0.360220
7.660000,2.454195,2.837680,2.848656,2.859747,0.383485,0.394461,0.405552,0.513070,0.360269
7.670000,2.454807,2.817690,2.834433,2.846062,0.362883,0.379626,0.391255,0.514807,0.359048
7.680000,2.455405,2.920511,2.878715,2.889163,0.465106,0.423310,0.433758,0.510271,0.365084
7.690000,2.455989,2.854085,2.867684,2.878109,0.398096,0.411695,0.422120,0.511747,0.365191
7.700000,2.456559,2.811451,2.840839,2.851789,0.354891,0.384279,0.395230,0.514867,0.361274
7.710000,2.457116,2.851737,2.847529,2.858239,0.394620,0.390413,0.401123,0.514365,0.359759
7.720000,2.457659,2.806265,2.828143,2.839742,0.348606,0.370484,0.382083,0.516609,0.356510
7.730000,2.458187,2.807219,2.818905,2.830934,0.349032,0.360718,0.372747,0.517761,0.353222
7.740000,2.458699,2.824912,2.823121,2.836633,0.366213,0.364422,0.377935,0.517297,0.355536
7.750000,2.459194,2.867240,2.846394,2.858670,0.408046,0.387200,0.399476,0.515037,0.356056
7.760000,2.459675,2.817790,2.833327,2.846956,0.358115,0.373652,0.387281,0.516535,0.357411
7.770000,2.460140,2.765262,2.800514,2.816048,0.305122,0.340374,0.355908,0.520115,0.355911
7.780000,2.460588,2.871061,2.836972,2.852092,0.410473,0.376383,0.391504,0.516298,0.361962
7.790000,2.461021,2.877225,2.858317,2.871990,0.416204,0.397296,0.410969,0.514309,0.364840
7.800000,2.461438,2.787950,2.824370,2.839452,0.326512,0.362933,0.378014,0.518053,0.363902
7.810000,2.461838,2.794289,2.810531,2.826345,0.332451,0.348693,0.364507,0.519627,0.363294
7.820000,2.462221,2.817286,2.815093,2.831468,0.355065,0.352872,0.369247,0.519208,0.365469
7.830000,2.462586,2.910884,2.864175,2.878670,0.448298,0.401589,0.416084,0.514269,0.371645
7.840000,2.462935,2.895393,2.881017,2.893553,0.432458,0.418083,0.430618,0.512874,0.372662
7.850000,2.463265,2.835782,2.859648,2.873299,0.372517,0.396382,0.410033,0.515265,0.373812
7.860000,2.463579,2.823261,2.842678,2.856106,0.359682,0.379099,0.392528,0.517282,0.370371
7.870000,2.463875,2.834712,2.839899,2.852552,0.370837,0.376024,0.388677,0.517822,0.366136
7.880000,2.464158,2.869088,2.855693,2.868788,0.404931,0.391536,0.404630,0.516227,0.368097
7.890000,2.464425,2.829287,2.843703,2.856040,0.364862,0.379277,0.391615,0.517773,0.362705
7.900000,2.464681,2.874218,2.860159,2.873342,0.409538,0.395478,0.408661,0.516050,0.365913
7.910000,2.464922,2.871497,2.867040,2.880920,0.406575,0.402118,0.415998,0.515406,0.369712
7.920000,2.465149,2.818745,2.844109,2.857940,0.353596,0.378960,0.392791,0.518057,0.365926
7.930000,2.465362,2.871088,2.858790,2.872466,0.405726,0.393428,0.407104,0.516641,0.367238
7.940000,2.465561,2.917670,2.889434,2.901153,0.452109,0.423873,0.435592,0.513717,0.367318
7.950000,2.465746,2.871088,2.881493,2.893255,0.405341,0.415746,0.427509,0.514776,0.365926
7.960000,2.465919,2.879147,2.881542,2.893078,0.413229,0.415623,0.427159,0.514985,0.364318
7.970000,2.466078,2.830926,2.857453,2.870046,0.364848,0.391375,0.403967,0.517678,0.361029
7.980000,2.466225,2.864278,2.862058,2.876239,0.398053,0.395833,0.410015,0.517155,0.364373
7.990000,2.466359,2.838960,2.851704,2.866386,0.372601,0.385345,0.400027,0.518380,0.363718
8.000000,2.466481,2.880100,2.867084,2.881645,0.413619,0.400603,0.415164,0.516871,0.366302
8.010000,2.466591,2.827375,2.848425,2.864388,0.360785,0.381834,0.397797,0.518892,0.367066
8.020000,2.466688,2.844296,2.847534,2.863997,0.377608,0.380847,0.397309,0.519067,0.368773
8.030000,2.466773,2.922914,2.886395,2.902045,0.456141,0.419622,0.435272,0.515131,0.376361
8.040000,2.466845,2.869047,2.878929,2.892737,0.402202,0.412083,0.425891,0.516295,0.372910
8.050000,2.466906,2.908614,2.894969,2.908244,0.441708,0.428062,0.441338,0.514806,0.375129
8.060000,2.466957,2.900199,2.898795,2.911908,0.433242,0.431838,0.444951,0.514597,0.376692
8.070000,2.466998,2.882959,2.892090,2.905541,0.415961,0.425091,0.438543,0.515455,0.377335
8.080000,2.467029,2.923763,2.909130,2.921662,0.456734,0.442100,0.454632,0.513921,0.378722
8.090000,2.467051,2.866057,2.888811,2.901674,0.399006,0.421760,0.434623,0.516225,0.376022
8.100000,2.467064,2.861360,2.876281,2.889072,0.394296,0.409217,0.422008,0.517719,0.371943
8.110000,2.467070,2.863291,2.870966,2.884789,0.396221,0.403897,0.417719,0.518316,0.371161
8.120000,2.467068,2.845505,2.859408,2.876412,0.378436,0.392340,0.409343,0.519342,0.375615
8.130000,2.467061,2.823707,2.842716,2.859274,0.356646,0.375656,0.392214,0.521265,0.372113
8.140000,2.467047,2.932236,2.888616,2.903562,0.465190,0.421569,0.436516,0.516682,0.375876
8.150000,2.467026,2.858877,2.874930,2.890184,0.391851,0.407904,0.423158,0.518248,0.375006
8.160000,2.466997,2.920015,2.898640,2.913211,0.453017,0.431642,0.446213,0.515947,0.378217
8.170000,2.466962,2.755696,2.828356,2.844938,0.288734,0.361394,0.377975,0.523304,0.370438
8.180000,2.466920,2.887756,2.859172,2.876057,0.420836,0.392252,0.409137,0.520087,0.374395
8.190000,2.466871,2.858457,2.859959,2.878014,0.391586,0.393088,0.411143,0.519987,0.377782
8.200000,2.466816,2.819056,2.840651,2.858833,0.352241,0.373835,0.392018,0.522100,0.375686
8.210000,2.466754,2.907067,2.874980,2.892188,0.440313,0.408227,0.425435,0.518688,0.379914
8.220000,2.466686,2.895317,2.886302,2.902018,0.428631,0.419617,0.435332,0.517782,0.379910
8.230000,2.466611,2.892567,2.890597,2.906008,0.425955,0.423986,0.439396,0.517497,0.380855
8.240000,2.466530,2.873057,2.882992,2.899410,0.406528,0.416462,0.432880,0.518321,0.382825
8.250000,2.466439,2.963421,2.924361,2.938097,0.496982,0.457922,0.471657,0.514424,0.384665
8.260000,2.466341,2.966240,2.946494,2.959318,0.499899,0.480154,0.492977,0.512381,0.389325
8.270000,2.466235,2.896007,2.922464,2.935125,0.429772,0.456229,0.468890,0.515087,0.386096
8.280000,2.466121,2.869432,2.897135,2.911401,0.403311,0.431014,0.445280,0.517714,0.384777
8.290000,2.466000,2.845012,2.872233,2.889006,0.379012,0.406233,0.423006,0.520164,0.385117
