step_idx,depth_m,observed_tqa_knm,baseline_tqa_knm,swob_kn,rpm,hkld_kn,sppa_kpa,residual_knm,drift_knm,slew_knm,token,r_norm,delta_norm,sigma_norm
1010,1705.00,11.456662,10.805869,19.2163,129.72,1277.0399,24201.2876,0.650793,1.002627,-1.504958,Nominal,0.081349,0.334209,-0.075248
1011,1705.50,11.700709,10.860102,19.5277,129.36,1276.9065,24232.7966,0.840607,0.963987,0.379629,Nominal,0.105076,0.321329,0.018981
1012,1706.00,11.754942,10.860102,20.5063,129.52,1275.6165,24220.0413,0.894840,0.926024,0.108465,Nominal,0.111855,0.308675,0.005423
1013,1706.50,12.385397,10.917724,34.4960,129.42,1265.1632,24234.5203,1.467673,0.934498,1.145666,Nominal,0.183459,0.311499,0.057283
1014,1707.00,10.656729,10.917724,18.6825,129.43,1278.2410,24240.3808,-0.260995,0.827727,-3.457336,Nominal,-0.032624,0.275909,-0.172867
1015,1707.50,11.524453,10.931282,19.7946,129.00,1276.2837,24253.1361,0.593170,0.797560,1.708331,Nominal,0.074146,0.265853,0.085417
1016,1708.00,11.388871,10.948230,18.5046,129.49,1278.9527,24313.7411,0.440641,0.738582,-0.305059,Nominal,0.055080,0.246194,-0.015253
1017,1708.50,11.605802,10.948230,20.4618,129.38,1276.9065,24230.5558,0.657572,0.738582,0.433862,Nominal,0.082196,0.246194,0.021693
1018,1709.00,11.836291,10.948230,21.4849,129.93,1274.7714,24277.4746,0.888061,0.757563,0.460978,Nominal,0.111008,0.252521,0.023049
1019,1709.50,12.676898,10.948230,22.5525,129.39,1274.1931,24356.4886,1.728668,0.790103,1.681214,Nominal,0.216083,0.263368,0.084061
1020,1710.00,12.148129,10.948230,19.6167,129.53,1276.0169,24291.6434,1.199899,0.845014,-1.057538,Nominal,0.149987,0.281671,-0.052877
1021,1710.50,11.632918,10.965178,21.3959,130.00,1274.9048,24303.0542,0.667740,0.827727,-1.064317,Nominal,0.083468,0.275909,-0.053216
1022,1711.00,12.202362,11.056695,21.8408,129.34,1274.7269,24316.3611,1.145666,0.852809,0.955852,Nominal,0.143208,0.284270,0.047793
1023,1711.50,11.321080,11.175329,18.9049,129.63,1276.9065,24288.7820,0.145750,0.720617,-1.999831,Nominal,0.018219,0.240206,-0.099992
1024,1712.00,12.365060,11.212614,20.9734,129.50,1275.2162,24290.2299,1.152445,0.861961,2.013390,Nominal,0.144056,0.287320,0.100669
1025,1712.50,12.080338,11.222783,21.0846,129.63,1274.8158,24292.2984,0.857555,0.888400,-0.589781,Nominal,0.107194,0.296133,-0.029489
1026,1713.00,12.229478,11.253289,20.3729,129.28,1275.0827,24250.9988,0.976189,0.941955,0.237268,Nominal,0.122024,0.313985,0.011863
1027,1713.50,12.060001,11.277016,19.6611,129.76,1276.5506,24285.8518,0.782985,0.954496,-0.386408,Nominal,0.097873,0.318165,-0.019320
1028,1714.00,12.378618,11.280405,21.3070,129.71,1275.2162,24265.6846,1.098213,0.975511,0.630455,Nominal,0.137277,0.325170,0.031523
1029,1714.50,11.985431,11.280405,17.8819,129.48,1276.2393,24239.3466,0.705025,0.873147,-0.786374,Nominal,0.088128,0.291049,-0.039319
1030,1715.00,11.754942,11.280405,18.7270,128.93,1276.8620,24266.9946,0.474536,0.800610,-0.460978,Nominal,0.059317,0.266870,-0.023049
1031,1715.50,11.571906,11.280405,17.0589,129.20,1278.3522,24263.2714,0.291501,0.762987,-0.366071,Nominal,0.036438,0.254329,-0.018304
1032,1716.00,12.066780,11.300743,21.6628,129.57,1274.4600,24278.0262,0.766037,0.725024,0.949073,Nominal,0.095755,0.241675,0.047454
1033,1716.50,12.717572,11.327859,22.2856,129.65,1265.0742,24281.8183,1.389713,0.849420,1.247353,Nominal,0.173714,0.283140,0.062368
1034,1717.00,11.551569,11.334638,18.9049,129.42,1278.8637,24285.3691,0.216931,0.755869,-2.345565,Nominal,0.027116,0.251956,-0.117278
1035,1717.50,11.768500,11.334638,19.4387,129.36,1276.0169,24277.3367,0.433862,0.713499,0.433862,Nominal,0.054233,0.237833,0.021693
1036,1718.00,11.605802,11.338028,21.6184,129.29,1275.2607,24272.6483,0.267774,0.642658,-0.332175,Nominal,0.033472,0.214219,-0.016609
1037,1718.50,11.863407,11.351586,20.4173,129.54,1275.2607,24272.1657,0.511821,0.615541,0.488094,Nominal,0.063978,0.205180,0.024405
1038,1719.00,11.822733,11.368533,22.0854,129.42,1274.5934,24247.6893,0.454199,0.551140,-0.115245,Nominal,0.056775,0.183713,-0.005762
1039,1719.50,12.270152,11.382092,21.6184,129.00,1274.2820,24335.2527,0.888061,0.569444,0.867723,Nominal,0.111008,0.189815,0.043386
1040,1720.00,12.419292,11.388871,24.5542,129.89,1271.7021,24348.9733,1.030422,0.625032,0.284722,Nominal,0.128803,0.208344,0.014236
1041,1720.50,11.775279,11.399039,20.7287,129.56,1275.9056,24288.3684,0.376239,0.633506,-1.308364,Nominal,0.047030,0.211169,-0.065418
1042,1721.00,9.504284,11.399039,8.3182,129.44,1275.0382,24975.2241,-1.894756,0.367427,-4.541990,Nominal,-0.236844,0.122476,-0.227100
1043,1721.50,9.599191,11.399039,14.5012,129.15,1291.8970,24880.9727,-1.799848,0.048470,0.189815,Nominal,-0.224981,0.016157,0.009491
1044,1722.00,11.144824,11.399039,14.6791,129.32,1290.2512,24687.9885,-0.254216,0.001356,3.091265,Nominal,-0.031777,0.000452,0.154563
1045,1722.50,11.124486,11.399039,14.9460,129.54,1291.1853,24687.6093,-0.274553,-0.069486,-0.040675,Nominal,-0.034319,-0.023162,-0.002034
1046,1723.00,12.798921,11.419377,23.7980,129.54,1281.3547,24675.9916,1.379545,0.041691,3.308196,Nominal,0.172443,0.013897,0.165410
1047,1723.50,12.866712,11.429545,23.5311,129.44,1281.8885,24649.9984,1.437167,0.134226,0.115245,Nominal,0.179646,0.044742,0.005762
1048,1724.00,13.083643,11.436324,21.7518,130.00,1282.7781,24660.6853,1.647319,0.253538,0.420304,Nominal,0.205915,0.084513,0.021015
1049,1724.50,12.337943,11.443103,20.1282,129.06,1284.4685,24675.8192,0.894840,0.254216,-1.504958,Nominal,0.111855,0.084739,-0.075248
1050,1725.00,12.093896,11.449883,20.6397,130.00,1284.7354,24643.4484,0.644014,0.215575,-0.501653,Nominal,0.080502,0.071858,-0.025083
1051,1725.50,12.337943,11.456662,22.4635,129.50,1283.4899,24632.2789,0.881282,0.266079,0.474536,Nominal,0.110160,0.088693,0.023727
1052,1726.00,12.737910,11.456662,22.6414,129.25,1282.4890,24651.5497,1.281248,0.583680,0.799933,Nominal,0.160156,0.194560,0.039997
1053,1726.50,12.283711,11.463441,20.9511,129.50,1286.2033,24632.2099,0.820270,0.845691,-0.921956,Nominal,0.102534,0.281897,-0.046098
1054,1727.00,12.459967,11.476999,22.0632,129.50,1282.7337,24644.2068,0.982968,0.969410,0.325396,Nominal,0.122871,0.323137,0.016270
1055,1727.50,12.663340,11.483778,22.6414,129.25,1283.6678,24681.1627,1.179562,1.114821,0.393187,Nominal,0.147445,0.371607,0.019659
1056,1728.00,11.429545,11.483778,20.7510,129.52,1284.7798,24600.8388,-0.054233,0.971444,-2.467589,Nominal,-0.006779,0.323815,-0.123379
1057,1728.50,11.199056,11.483778,16.7253,129.55,1288.0715,24626.7630,-0.284722,0.799255,-0.460978,Nominal,-0.035590,0.266418,-0.023049
1058,1729.00,12.310827,11.490557,24.8211,129.77,1280.1982,24743.2844,0.820270,0.716550,2.209983,Nominal,0.102534,0.238850,0.110499
1059,1729.50,12.717572,11.497336,24.6209,129.50,1281.2435,24620.0407,1.220236,0.749089,0.799933,Nominal,0.152530,0.249696,0.039997
1060,1730.00,12.324385,11.497336,22.4635,129.61,1282.9116,24663.7879,0.827049,0.767393,-0.786374,Nominal,0.103381,0.255798,-0.039319
1061,1730.50,12.487083,11.504115,24.5097,129.58,1280.5985,24631.3136,0.982968,0.777562,0.311838,Nominal,0.122871,0.259187,0.015592
1062,1731.00,11.998989,11.517673,18.9939,129.25,1284.8688,24667.3042,0.481315,0.697568,-1.003305,Nominal,0.060164,0.232523,-0.050165
1063,1731.50,12.039663,11.531232,20.2616,129.69,1286.0921,24635.9675,0.508432,0.666385,0.054233,Nominal,0.063554,0.222128,0.002712
1064,1732.00,11.863407,11.541400,21.4404,129.00,1282.1109,24645.7926,0.322007,0.600288,-0.372850,Nominal,0.040251,0.200096,-0.018642
1065,1732.50,12.080338,11.548179,25.1325,129.52,1280.0647,24660.3405,0.532159,0.535548,0.420304,Nominal,0.066520,0.178516,0.021015
1066,1733.00,12.649781,11.551569,26.6893,129.17,1280.0203,24613.1114,1.098213,0.650793,1.132108,Nominal,0.137277,0.216931,0.056605
1067,1733.50,12.704014,11.558348,25.5773,129.46,1276.5951,24631.0378,1.145666,0.793831,0.094907,Nominal,0.143208,0.264610,0.004745
1068,1734.00,12.270152,11.568517,26.1111,129.55,1280.5985,24651.1015,0.701636,0.781968,-0.888061,Nominal,0.087704,0.260656,-0.044403
1069,1734.50,11.944756,11.575296,23.8870,129.50,1281.7551,24644.1378,0.369460,0.696890,-0.664351,Nominal,0.046183,0.232297,-0.033218
1070,1735.00,11.653255,11.585464,17.1257,129.18,1287.1596,24634.6575,0.067791,0.620965,-0.603339,Nominal,0.008474,0.206988,-0.030167
1071,1735.50,11.958314,11.592243,18.5936,129.86,1285.8919,24667.4421,0.366071,0.559275,0.596560,Nominal,0.045759,0.186425,0.029828
1072,1736.00,12.039663,11.592243,22.0187,129.63,1283.0450,24586.5666,0.447420,0.555885,0.162698,Nominal,0.055927,0.185295,0.008135
1073,1736.50,12.649781,11.592243,23.3976,129.53,1281.0878,24686.9543,1.057538,0.610796,1.220236,Nominal,0.132192,0.203599,0.061012
1074,1737.00,12.656561,11.592243,24.4875,129.67,1281.3770,24662.3400,1.064317,0.685027,0.013558,Nominal,0.133040,0.228342,0.000678
1075,1737.50,11.917640,11.592243,19.3498,129.45,1284.5574,24643.7931,0.325396,0.664351,-1.477842,Nominal,0.040675,0.221450,-0.073892
1076,1738.00,11.768500,11.599023,19.1718,129.62,1285.9364,24668.6142,0.169477,0.571477,-0.311838,Nominal,0.021185,0.190492,-0.015592
1077,1738.50,12.704014,11.605802,23.1530,129.60,1282.0442,24622.7296,1.098213,0.566732,1.857471,Nominal,0.137277,0.188911,0.092874
1078,1739.00,12.988736,11.605802,23.5311,129.34,1280.9989,24689.5743,1.382934,0.634862,0.569444,Nominal,0.172867,0.211621,0.028472
1079,1739.50,12.880271,11.619360,25.2214,129.41,1280.0203,24629.5899,1.260911,0.724007,-0.244047,Nominal,0.157614,0.241336,-0.012202
1080,1740.00,13.232783,11.639697,22.7749,129.29,1281.7995,24629.5210,1.593086,0.876536,0.664351,Nominal,0.199136,0.292179,0.033218
1081,1740.50,13.124318,11.649866,23.8870,129.43,1280.4206,24614.1456,1.474452,0.987374,-0.237268,Nominal,0.184307,0.329125,-0.011863
1082,1741.00,12.636223,11.656645,23.1752,129.16,1282.2888,24667.0974,0.979578,1.040590,-0.989747,Nominal,0.122447,0.346863,-0.049487
1083,1741.50,12.175245,11.666813,32.5610,129.53,1278.0630,24749.5587,0.508432,0.985680,-0.942293,Nominal,0.063554,0.328560,-0.047115
1084,1742.00,11.470220,11.666813,21.3070,129.60,1282.4445,24655.6866,-0.196594,0.859589,-1.410051,Nominal,-0.024574,0.286530,-0.070503
1085,1742.50,12.148129,11.673593,24.7321,129.53,1281.1768,24693.5043,0.474536,0.874503,1.342260,Nominal,0.059317,0.291501,0.067113
1086,1743.00,12.798921,11.673593,24.3318,129.56,1281.6661,24683.3001,1.125329,0.970088,1.301585,Nominal,0.140666,0.323363,0.065079
1087,1743.50,12.744689,11.673593,23.5311,129.56,1282.5557,24665.8563,1.071096,0.967376,-0.108465,Nominal,0.133887,0.322459,-0.005423
1088,1744.00,12.297269,11.680372,23.2420,129.50,1281.2435,24669.0279,0.616897,0.890772,-0.908398,Nominal,0.077112,0.296924,-0.045420
1089,1744.50,12.378618,11.690540,22.5080,129.46,1281.8885,24689.5053,0.688078,0.833489,0.142361,Nominal,0.086010,0.277830,0.007118
1090,1745.00,12.419292,11.697319,21.6628,129.25,1281.9775,24648.2747,0.721973,0.746378,0.067791,Nominal,0.090247,0.248793,0.003390
1091,1745.50,12.310827,11.700709,22.0409,130.00,1283.9347,24587.9456,0.610118,0.659944,-0.223710,Nominal,0.076265,0.219981,-0.011185
1092,1746.00,11.971872,11.700709,18.3267,130.00,1286.7371,24548.3007,0.271164,0.589103,-0.677909,Nominal,0.033895,0.196368,-0.033895
1093,1746.50,11.632918,11.700709,18.1043,129.83,1286.6926,24479.9047,-0.067791,0.531481,-0.677909,Nominal,-0.008474,0.177160,-0.033895
1094,1747.00,11.876965,11.714267,20.5508,129.90,1284.7798,24505.0016,0.162698,0.567410,0.460978,Nominal,0.020337,0.189137,0.023049
1095,1747.50,12.581991,11.731215,24.2428,129.54,1280.8877,24549.2315,0.850776,0.605034,1.376155,Nominal,0.106347,0.201678,0.068808
1096,1748.00,12.568432,11.744773,25.2214,129.48,1280.2427,24579.2582,0.823659,0.574867,-0.054233,Nominal,0.102957,0.191622,-0.002712
1097,1748.50,12.419292,11.754942,22.4635,129.72,1283.1340,24549.5418,0.664351,0.534192,-0.318617,Nominal,0.083044,0.178064,-0.015931
1098,1749.00,11.802395,11.754942,18.5936,129.19,1286.2478,24538.1309,0.047454,0.477248,-1.233794,Nominal,0.005932,0.159083,-0.061690
1099,1749.50,11.470220,11.754942,18.5491,129.82,1288.6943,24542.5781,-0.284722,0.379968,-0.664351,Nominal,-0.035590,0.126656,-0.033218
1100,1750.00,13.273458,11.754942,22.1077,129.33,1280.9989,24510.6553,1.518516,0.459622,3.606476,Nominal,0.189815,0.153207,0.180324
1101,1750.50,12.649781,11.761721,22.4635,129.48,1283.7123,24531.3396,0.888061,0.487417,-1.260911,Nominal,0.111008,0.162472,-0.063046
1102,1751.00,11.822733,11.768500,18.8160,129.77,1285.9586,24546.8528,0.054233,0.465723,-1.667656,Nominal,0.006779,0.155241,-0.083383
1103,1751.50,12.053222,11.768500,22.1966,129.50,1284.7354,24498.0379,0.284722,0.500975,0.460978,Nominal,0.035590,0.166992,0.023049
1104,1752.00,11.890523,11.771889,17.9708,129.65,1287.1819,24472.7342,0.118634,0.496568,-0.332175,Nominal,0.014829,0.165523,-0.016609
1105,1752.50,11.470220,11.771889,18.7270,129.07,1286.6036,24512.7927,-0.301669,0.381324,-0.840607,Nominal,-0.037709,0.127108,-0.042030
1106,1753.00,11.775279,11.775279,18.5713,129.08,1286.5147,24464.9086,0.000000,0.298958,0.603339,Nominal,0.000000,0.099653,0.030167
1107,1753.50,12.215920,11.785448,18.3712,129.47,1286.2033,24538.8549,0.430472,0.275570,0.860944,Nominal,0.053809,0.091857,0.043047
1108,1754.00,12.080338,11.799006,16.9032,129.49,1287.3598,24485.5584,0.281332,0.298958,-0.298280,Nominal,0.035167,0.099653,-0.014914
1109,1754.50,12.581991,11.802395,23.0640,129.55,1282.4001,24490.8329,0.779595,0.405390,0.996526,Nominal,0.097449,0.135130,0.049826
1110,1755.00,12.893829,11.812564,21.6628,129.00,1283.2675,24504.6569,1.081265,0.361664,0.603339,Nominal,0.135158,0.120555,0.030167
1111,1755.50,12.785363,11.822733,29.2248,129.37,1277.6182,24472.4584,0.962631,0.369121,-0.237268,Nominal,0.120329,0.123040,-0.011863
1112,1756.00,11.524453,11.822733,15.0795,129.36,1289.7174,24539.8891,-0.298280,0.333870,-2.521821,Nominal,-0.037285,0.111290,-0.126091
1113,1756.50,10.188972,11.822733,11.2540,129.61,1294.8328,24505.6911,-1.633761,0.142022,-2.670961,Nominal,-0.204220,0.047341,-0.133548
1114,1757.00,10.941451,11.822733,14.7236,129.61,1291.4077,24522.6522,-0.881282,0.042030,1.504958,Nominal,-0.110160,0.014010,0.075248
1115,1757.50,11.334638,11.822733,15.2129,129.46,1290.8739,24511.6206,-0.488094,0.023388,0.786374,Nominal,-0.061012,0.007796,0.039319
1116,1758.00,12.080338,11.826122,22.0187,129.22,1283.3564,24523.6864,0.254216,0.048809,1.484621,Nominal,0.031777,0.016270,0.074231
1117,1758.50,13.368365,11.832901,24.7766,129.00,1279.7534,24570.0192,1.535464,0.159309,2.562496,Nominal,0.191933,0.053103,0.128125
1118,1759.00,13.110760,11.839680,23.3087,129.46,1280.2871,24496.5900,1.271079,0.258283,-0.528769,Nominal,0.158885,0.086094,-0.026438
1119,1759.50,12.581991,11.843070,24.0649,129.44,1281.0878,24514.9990,0.738921,0.254216,-1.064317,Nominal,0.092365,0.084739,-0.053216
1120,1760.00,12.229478,11.846459,21.8853,129.50,1282.4445,24561.4007,0.383019,0.184391,-0.711804,Nominal,0.047877,0.061464,-0.035590
1121,1760.50,11.863407,11.856628,20.1949,129.54,1285.1802,24540.5096,0.006779,0.088806,-0.752479,Nominal,0.000847,0.029602,-0.037624
1122,1761.00,11.836291,11.856628,22.5080,129.53,1279.9758,24503.3469,-0.020337,0.116600,-0.054233,Nominal,-0.002542,0.038867,-0.002712
1123,1761.50,10.039832,11.856628,12.3661,129.51,1305.3974,24863.3222,-1.816796,0.098297,-3.592918,Nominal,-0.227100,0.032766,-0.179646
1124,1762.00,11.524453,11.856628,13.2557,129.00,1299.8593,24833.7437,-0.332175,0.153207,2.969241,Nominal,-0.041522,0.051069,0.148462
1125,1762.50,12.121012,11.863407,21.1735,129.57,1296.0338,24830.3652,0.257605,0.227777,1.179562,Nominal,0.032201,0.075926,0.058978
1126,1763.00,12.771805,11.863407,21.5294,129.48,1291.8080,24840.6384,0.908398,0.293196,1.301585,Nominal,0.113550,0.097732,0.065079
1127,1763.50,13.137876,11.863407,21.7963,129.39,1292.2973,24833.3644,1.274469,0.267096,0.732142,Nominal,0.159309,0.089032,0.036607
1128,1764.00,12.948061,11.870186,23.3976,129.46,1292.4753,24858.7027,1.077875,0.247776,-0.393187,Nominal,0.134734,0.082592,-0.019659
1129,1764.50,12.365060,11.883744,19.2608,129.25,1295.3221,24833.9505,0.481315,0.222015,-1.193120,Nominal,0.060164,0.074005,-0.059656
1130,1765.00,12.866712,11.904082,24.2873,129.46,1290.6293,24796.1672,0.962631,0.279976,0.962631,Nominal,0.120329,0.093325,0.048132
1131,1765.50,13.124318,11.931198,23.8425,129.45,1290.0288,24805.4062,1.193120,0.398610,0.460978,Nominal,0.149140,0.132870,0.023049
1132,1766.00,13.463272,11.931198,22.0187,129.60,1291.6301,24792.0304,1.532074,0.553852,0.677909,Nominal,0.191509,0.184617,0.033895
1133,1766.50,13.178550,11.944756,22.2856,129.77,1291.7636,24770.6566,1.233794,0.858911,-0.596560,Nominal,0.154224,0.286304,-0.029828
1134,1767.00,13.042969,11.944756,21.8853,129.59,1291.5634,24791.5822,1.098213,1.001949,-0.271164,Nominal,0.137277,0.333983,-0.013558
1135,1767.50,12.934503,11.944756,18.8160,129.31,1295.3221,24784.7219,0.989747,1.075164,-0.216931,Nominal,0.123718,0.358388,-0.010847
1136,1768.00,12.107454,11.948146,21.9297,129.45,1289.9843,24733.0802,0.159309,1.000255,-1.660877,Nominal,0.019914,0.333418,-0.083044
1137,1768.50,12.351502,11.954925,20.8622,129.26,1293.5428,24745.9045,0.396577,0.912465,0.474536,Nominal,0.049572,0.304155,0.023727
1138,1769.00,13.178550,11.965093,23.9092,129.49,1290.6960,24752.0408,1.213457,0.926024,1.633761,Nominal,0.151682,0.308675,0.081688
1139,1769.50,13.151434,11.965093,24.2428,129.41,1290.3401,24792.4441,1.186341,0.996526,-0.054233,Nominal,0.148293,0.332175,-0.002712
1140,1770.00,12.758247,11.965093,24.7321,129.67,1290.6515,24774.3109,0.793153,0.979578,-0.786374,Nominal,0.099144,0.326526,-0.039319
1141,1770.50,12.737910,11.978652,22.3078,129.37,1291.6301,24708.5349,0.759258,0.936192,-0.067791,Nominal,0.094907,0.312064,-0.003390
1142,1771.00,12.202362,11.992210,22.9083,129.47,1290.5181,24736.7344,0.210152,0.804000,-1.098213,Nominal,0.026269,0.268000,-0.054911
1143,1771.50,12.432851,12.012547,22.0632,129.36,1291.4967,24712.6717,0.420304,0.722651,0.420304,Nominal,0.052538,0.240884,0.021015
1144,1772.00,12.270152,12.032884,20.1504,129.44,1293.5873,24689.7811,0.237268,0.636557,-0.366071,Nominal,0.029659,0.212186,-0.018304
1145,1772.50,11.849849,12.012547,21.2403,129.88,1292.8534,24672.8200,-0.162698,0.521312,-0.799933,Nominal,-0.020337,0.173771,-0.039997
1146,1773.00,11.619360,11.992210,20.1060,129.85,1293.5428,24672.4063,-0.372850,0.468096,-0.420304,Nominal,-0.046606,0.156032,-0.021015
1147,1773.50,11.985431,11.985431,22.7304,129.48,1294.2546,24683.9895,0.000000,0.428438,0.745700,Nominal,0.000000,0.142813,0.037285
1148,1774.00,12.148129,11.985431,22.6414,129.49,1290.7849,24656.9966,0.162698,0.323363,0.325396,Nominal,0.020337,0.107788,0.016270
1149,1774.50,12.188803,11.985431,22.0632,129.79,1290.7405,24658.3410,0.203373,0.225066,0.081349,Nominal,0.025422,0.075022,0.004067
1150,1775.00,12.080338,11.985431,21.1735,130.00,1292.6087,24708.3970,0.094907,0.155241,-0.216931,Nominal,0.011863,0.051747,-0.010847
1151,1775.50,12.365060,11.985431,20.9956,129.00,1294.4325,24606.5614,0.379629,0.117278,0.569444,Nominal,0.047454,0.039093,0.028472
1152,1776.00,12.121012,11.992210,24.0649,129.47,1289.7174,24641.1041,0.128803,0.109143,-0.501653,Nominal,0.016100,0.036381,-0.025083
1153,1776.50,12.541316,12.012547,33.8510,129.76,1286.4702,24633.3820,0.528769,0.119990,0.799933,Nominal,0.066096,0.039997,0.039997
1154,1777.00,11.131265,12.012547,21.5739,129.58,1287.1374,24612.9046,-0.881282,0.008135,-2.820101,Nominal,-0.110160,0.002712,-0.141005
1155,1777.50,10.561822,12.012547,17.1479,129.55,1297.1459,24648.1368,-1.450725,-0.120668,-1.138887,Nominal,-0.181341,-0.040223,-0.056944
1156,1778.00,10.290658,12.012547,16.7253,129.50,1296.6566,24660.2026,-1.721889,-0.255572,-0.542327,Nominal,-0.215236,-0.085191,-0.027116
1157,1778.50,10.399124,12.012547,16.9032,129.50,1297.1014,24580.4992,-1.613423,-0.416914,0.216931,Nominal,-0.201678,-0.138971,0.010847
1158,1779.00,10.548264,12.012547,17.4815,129.70,1298.2135,24579.3271,-1.464283,-0.579612,0.298280,Nominal,-0.183035,-0.193204,0.014914
1159,1779.50,10.907555,12.012547,19.8391,129.63,1294.2990,24623.0399,-1.104992,-0.710449,0.718584,Nominal,-0.138124,-0.236816,0.035929
1160,1780.00,11.212614,12.012547,17.5705,129.39,1296.6566,24603.5967,-0.799933,-0.799933,0.610118,Nominal,-0.099992,-0.266644,0.030506
1161,1780.50,11.117707,12.012547,17.3036,129.45,1297.5907,24637.1052,-0.894840,-0.927379,-0.189815,Nominal,-0.111855,-0.309126,-0.009491
1162,1781.00,11.077033,12.012547,19.2608,129.28,1295.8559,24629.0383,-0.935514,-1.033811,-0.081349,Nominal,-0.116939,-0.344604,-0.004067
1163,1781.50,11.775279,12.012547,25.8219,129.46,1287.3153,24637.9670,-0.237268,-1.110415,1.396492,Nominal,-0.029659,-0.370138,0.069825
1164,1782.00,13.151434,12.012547,27.7124,129.51,1285.5805,24634.8299,1.138887,-0.908398,2.752310,Nominal,0.142361,-0.302799,0.137616
1165,1782.50,12.826038,12.012547,28.4241,129.25,1285.2247,24586.5666,0.813491,-0.681976,-0.650793,Nominal,0.101686,-0.227325,-0.032540
1166,1783.00,12.731131,12.012547,24.1761,129.38,1289.3615,24640.7939,0.718584,-0.437929,-0.189815,Nominal,0.089823,-0.145976,-0.009491
1167,1783.50,12.161687,12.032884,26.2890,129.46,1289.5394,24600.9767,0.128803,-0.263707,-1.179562,Nominal,0.016100,-0.087902,-0.058978
1168,1784.00,12.487083,12.039663,24.9100,129.27,1289.3615,24624.4878,0.447420,-0.072536,0.637234,Nominal,0.055927,-0.024179,0.031862
1169,1784.50,12.758247,12.039663,23.7980,129.42,1288.5164,24584.7050,0.718584,0.109821,0.542327,Nominal,0.089823,0.036607,0.027116
1170,1785.00,12.371839,12.046442,24.1761,129.47,1289.9175,24635.9331,0.325396,0.222354,-0.786374,Nominal,0.040675,0.074118,-0.039319
1171,1785.50,12.039663,12.046442,21.1735,129.28,1292.8756,24567.9508,-0.006779,0.311160,-0.664351,Nominal,-0.000847,0.103720,-0.033218
1172,1786.00,12.487083,12.053222,25.4883,129.43,1289.6729,24569.6055,0.433862,0.448098,0.881282,Nominal,0.054233,0.149366,0.044064
1173,1786.50,12.724351,12.056611,26.0221,129.40,1288.8055,24548.0249,0.667740,0.538599,0.467757,Nominal,0.083468,0.179533,0.023388
1174,1787.00,13.246341,12.063390,32.8724,129.68,1281.1323,24549.6107,1.182951,0.543005,1.030422,Nominal,0.147869,0.181002,0.051521
1175,1787.50,13.232783,12.066780,30.9151,129.47,1283.6233,24568.8471,1.166003,0.578256,-0.033895,Nominal,0.145750,0.192752,-0.001695
1176,1788.00,13.232783,12.073559,31.2710,129.00,1283.1340,24580.6371,1.159224,0.622320,-0.013558,Nominal,0.144903,0.207440,-0.000678
1177,1788.50,13.293795,12.080338,29.8920,129.56,1283.7345,24558.5394,1.213457,0.730786,0.108465,Nominal,0.151682,0.243595,0.005423
1178,1789.00,12.731131,12.080338,30.3814,129.21,1284.2905,24572.3634,0.650793,0.751123,-1.125329,Nominal,0.081349,0.250374,-0.056266
1179,1789.50,14.005599,12.080338,35.7192,129.44,1277.7072,24562.6418,1.925261,0.871791,2.548938,Nominal,0.240658,0.290597,0.127447
1180,1790.00,14.351333,12.080338,34.5182,129.32,1277.4403,24553.8855,2.270995,1.066351,0.691467,Nominal,0.283874,0.355450,0.034573
1181,1790.50,12.500641,12.080338,28.9134,129.63,1285.5360,24464.9431,0.420304,1.109059,-3.701383,Nominal,0.052538,0.369686,-0.185069
1182,1791.00,12.581991,12.087117,28.1128,129.79,1285.9809,24511.9653,0.494874,1.115160,0.149140,Nominal,0.061859,0.371720,0.007457
1183,1791.50,12.731131,12.100675,25.0880,129.00,1287.8491,24467.4942,0.630455,1.111432,0.271164,Nominal,0.078807,0.370477,0.013558
1184,1792.00,12.704014,12.114233,26.4669,129.24,1286.8038,24490.1779,0.589781,1.052115,-0.081349,Nominal,0.073723,0.350705,-0.004067
1185,1792.50,12.337943,12.121012,24.7766,129.39,1289.6284,24534.6491,0.216931,0.957207,-0.745700,Nominal,0.027116,0.319069,-0.037285
1186,1793.00,12.826038,12.134571,26.5559,129.28,1287.0484,24495.5558,0.691467,0.910432,0.949073,Nominal,0.086433,0.303477,0.047454
1187,1793.50,13.280237,12.148129,27.1786,129.25,1284.8688,24545.2670,1.132108,0.902297,0.881282,Nominal,0.141513,0.300766,0.044064
1188,1794.00,12.636223,12.148129,25.3993,129.60,1288.6943,24476.8021,0.488094,0.886027,-1.288027,Nominal,0.061012,0.295342,-0.064401
1189,1794.50,12.758247,12.154908,26.1555,129.42,1288.0271,24489.3505,0.603339,0.753835,0.230489,Nominal,0.075417,0.251278,0.011524
1190,1795.00,10.222867,12.154908,11.5654,129.68,1299.5035,24374.2770,-1.932041,0.333531,-5.070759,Nominal,-0.241505,0.111177,-0.253538
1191,1795.50,9.816122,12.154908,10.6312,129.36,1302.6839,22364.6277,-2.338786,0.057622,-0.813491,Nominal,-0.292348,0.019207,-0.040675
1192,1796.00,10.331333,12.154908,14.7681,129.46,1299.1921,24517.7569,-1.823575,-0.174223,1.030422,Nominal,-0.227947,-0.058074,0.051521
1193,1796.50,10.860102,12.154908,12.1881,129.49,1301.8165,24486.8684,-1.294806,-0.366749,1.057538,Nominal,-0.161851,-0.122250,0.052877
