step_idx,depth_m,observed_tqa_knm,baseline_tqa_knm,swob_kn,rpm,hkld_kn,sppa_kpa,residual_knm,drift_knm,slew_knm,token,r_norm,delta_norm,sigma_norm
2300,2350.00,15.964756,17.119235,45.6165,124.36,1423.9558,27252.0453,-1.154479,-1.040048,-2.001187,Nominal,-0.144310,-0.346683,-0.100059
2301,2350.50,15.601397,17.119235,46.1859,124.36,1423.4621,27236.3804,-1.517838,-1.094010,-0.726718,Nominal,-0.189730,-0.364670,-0.036336
2302,2351.00,15.675967,17.095847,46.2126,124.66,1423.2663,27316.8250,-1.419880,-1.083400,0.195916,Nominal,-0.177485,-0.361133,0.009796
2303,2351.50,15.574281,17.095847,49.4820,124.15,1422.7014,24941.0123,-1.521567,-1.102483,-0.203373,Nominal,-0.190196,-0.367494,-0.010169
2304,2352.00,16.059664,17.095847,53.6544,124.62,1419.6544,25402.3819,-1.036184,-1.071537,0.970766,Nominal,-0.129523,-0.357179,0.048538
2305,2352.50,16.292864,17.074154,50.8743,124.61,1416.5896,25039.5177,-0.781290,-1.007576,0.509788,Nominal,-0.097661,-0.335859,0.025489
2306,2353.00,16.172874,17.074154,47.6026,124.74,1416.6718,25435.7697,-0.901280,-0.968698,-0.239980,Nominal,-0.112660,-0.322899,-0.011999
2307,2353.50,15.471239,17.074154,54.1260,124.77,1416.8253,24364.6864,-1.602916,-1.041472,-1.403272,Nominal,-0.200364,-0.347157,-0.070164
2308,2354.00,15.609532,17.074154,55.7095,124.49,1416.2782,26467.7460,-1.464622,-1.155394,0.276587,Nominal,-0.183078,-0.385131,0.013829
2309,2354.50,16.678594,17.074154,54.2216,124.72,1415.2262,27280.4483,-0.395560,-1.179562,2.138125,Nominal,-0.049445,-0.393187,0.106906
2310,2355.00,15.895610,17.074154,49.9624,124.50,1418.2977,27322.1443,-1.178545,-1.181968,-1.565970,Nominal,-0.147318,-0.393989,-0.078298
2311,2355.50,16.535556,17.074154,56.0476,124.00,1414.5478,27350.7920,-0.538599,-1.084044,1.279892,Nominal,-0.067325,-0.361348,0.063995
2312,2356.00,16.599279,17.074154,53.9658,124.52,1415.0638,26246.9621,-0.474875,-0.989544,0.127447,Nominal,-0.059359,-0.329848,0.006372
2313,2356.50,16.300321,17.074154,54.5908,124.51,1417.4948,25569.8004,-0.773833,-0.914770,-0.597916,Nominal,-0.096729,-0.304923,-0.029896
2314,2357.00,16.410820,17.074154,54.5841,123.88,1416.0113,25207.2327,-0.663334,-0.877485,0.220998,Nominal,-0.082917,-0.292495,0.011050
2315,2357.50,16.482679,17.074154,53.1296,124.09,1416.3138,25239.1761,-0.591476,-0.858504,0.143717,Nominal,-0.073934,-0.286168,0.007186
2316,2358.00,16.391161,17.074154,48.5101,124.00,1419.4876,25617.4949,-0.682993,-0.836675,-0.183035,Nominal,-0.085374,-0.278892,-0.009152
2317,2358.50,16.246766,17.074154,53.8457,124.00,1415.9490,26905.7975,-0.827388,-0.759122,-0.288789,Nominal,-0.103423,-0.253041,-0.014439
2318,2359.00,16.319981,17.074154,52.6847,124.29,1417.8084,27444.1470,-0.754174,-0.688078,0.146428,Nominal,-0.094272,-0.229359,0.007321
2319,2359.50,16.904338,17.074154,56.4657,124.50,1413.0310,27398.2142,-0.169816,-0.665503,1.168715,Nominal,-0.021227,-0.221834,0.058436
2320,2360.00,16.894170,17.074154,52.7359,124.42,1415.6732,27437.9038,-0.179985,-0.565647,-0.020337,Nominal,-0.022498,-0.188549,-0.001017
2321,2360.50,16.484035,17.074154,54.1082,124.51,1415.6599,27388.7270,-0.590120,-0.570799,-0.820270,Nominal,-0.073765,-0.190266,-0.041013
2322,2361.00,16.116608,17.074154,50.2560,124.53,1419.7923,27341.9598,-0.957546,-0.619066,-0.734853,Nominal,-0.119693,-0.206355,-0.036743
2323,2361.50,16.559283,17.074154,51.6038,124.50,1417.8929,27355.7700,-0.514872,-0.593170,0.885349,Nominal,-0.064359,-0.197723,0.044267
2324,2362.00,16.623684,17.074154,49.3085,124.51,1420.1704,27234.7670,-0.450471,-0.571884,0.128803,Nominal,-0.056309,-0.190628,0.006440
2325,2362.50,16.646733,17.074154,58.7521,124.33,1408.9742,27338.7607,-0.427422,-0.555479,0.046098,Nominal,-0.053428,-0.185160,0.002305
2326,2363.00,18.692662,17.095847,56.8839,124.72,1411.9767,27290.9317,1.596815,-0.327498,4.048472,Nominal,0.199602,-0.109166,0.202424
2327,2363.50,17.066358,17.095847,50.5741,124.00,1417.2368,27284.6403,-0.029489,-0.247708,-3.252607,Nominal,-0.003686,-0.082569,-0.162630
2328,2364.00,17.061613,17.095847,53.5699,124.00,1416.2026,27268.3376,-0.034234,-0.175714,-0.009491,Nominal,-0.004279,-0.058571,-0.000475
2329,2364.50,17.927981,17.119235,59.5706,124.44,1409.5881,27283.3475,0.808745,-0.077858,1.685960,Nominal,0.101093,-0.025953,0.084298
2330,2365.00,17.384298,17.146013,50.8498,124.55,1417.5815,27261.5428,0.238285,-0.036031,-1.140921,Nominal,0.029786,-0.012010,-0.057046
2331,2365.50,16.824345,17.146013,52.2533,124.41,1416.3716,27205.2920,-0.321668,-0.009186,-1.119906,Nominal,-0.040208,-0.003062,-0.055995
2332,2366.00,16.698254,17.146013,46.9020,124.73,1418.4889,27289.2494,-0.447759,0.041793,-0.252182,Nominal,-0.055970,0.013931,-0.012609
2333,2366.50,15.871205,17.146013,48.1387,124.12,1424.3250,27225.8935,-1.274808,-0.034201,-1.654098,Nominal,-0.159351,-0.011400,-0.082705
2334,2367.00,15.054325,17.119235,40.7991,124.33,1437.0291,27593.7426,-2.064911,-0.195645,-1.580206,Nominal,-0.258114,-0.065215,-0.079010
2335,2367.50,14.711981,17.095847,43.6593,124.76,1433.3638,27540.9494,-2.383867,-0.391289,-0.637912,Nominal,-0.297983,-0.130430,-0.031896
2336,2368.00,15.167535,17.074493,48.8370,124.39,1428.1594,27501.9320,-1.906958,-0.741666,0.953818,Nominal,-0.238370,-0.247222,0.047691
2337,2368.50,15.899677,17.066019,54.4685,124.39,1428.0126,27482.8197,-1.166342,-0.855352,1.481231,Nominal,-0.145793,-0.285117,0.074062
2338,2369.00,16.607414,17.063647,47.7027,124.79,1429.7852,27539.1085,-0.456233,-0.897551,1.420219,Nominal,-0.057029,-0.299184,0.071011
2339,2369.50,16.551826,17.063647,49.0906,124.26,1430.6281,27500.3945,-0.511821,-1.029608,-0.111177,Nominal,-0.063978,-0.343203,-0.005559
2340,2370.00,16.069154,17.033819,51.4570,124.21,1426.8427,27553.9667,-0.964664,-1.149903,-0.905686,Nominal,-0.120583,-0.383301,-0.045284
2341,2370.50,17.027718,17.016871,53.3942,124.58,1425.2792,27470.7332,0.010847,-1.116652,1.951022,Nominal,0.001356,-0.372217,0.097551
2342,2371.00,16.991111,16.998568,58.8678,124.74,1421.7139,27563.2126,-0.007457,-1.072621,-0.036607,Nominal,-0.000932,-0.357540,-0.001830
2343,2371.50,18.085256,16.998568,58.4674,124.51,1419.7211,27483.8539,1.086688,-0.836472,2.188290,Nominal,0.135836,-0.278824,0.109415
2344,2372.00,17.359893,16.998568,57.7290,124.33,1421.1045,27444.4642,0.361325,-0.593848,-1.450725,Nominal,0.045166,-0.197949,-0.072536
2345,2372.50,17.455478,17.016871,53.9147,124.23,1423.5243,27492.6758,0.438607,-0.311601,0.154563,Nominal,0.054826,-0.103867,0.007728
2346,2373.00,16.387772,16.998568,51.5326,124.00,1426.5714,27483.2334,-0.610796,-0.181985,-2.098806,Nominal,-0.076349,-0.060662,-0.104940
2347,2373.50,16.867731,16.998568,53.7657,124.46,1424.4140,27453.7445,-0.130836,-0.078434,0.959919,Nominal,-0.016355,-0.026145,0.047996
2348,2374.00,17.118557,17.016871,56.1810,124.47,1421.9474,27426.2551,0.101686,-0.022642,0.465046,Nominal,0.012711,-0.007547,0.023252
2349,2374.50,17.164655,17.044665,53.8947,124.55,1423.8135,27457.3505,0.119990,0.040539,0.036607,Nominal,0.014999,0.013513,0.001830
2350,2375.00,17.471070,17.044665,58.8945,124.51,1419.8145,27323.5370,0.426405,0.179646,0.612830,Nominal,0.053301,0.059882,0.030641
2351,2375.50,17.626989,17.063647,58.2228,124.16,1419.7611,27451.5520,0.563342,0.234895,0.273875,Nominal,0.070418,0.078298,0.013694
2352,2376.00,17.776807,17.063647,55.3848,124.25,1422.2321,27428.8579,0.713160,0.306957,0.299636,Nominal,0.089145,0.102319,0.014982
2353,2376.50,17.810025,17.063647,56.6392,124.00,1418.6624,27368.1461,0.746378,0.272926,0.066435,Nominal,0.093297,0.090975,0.003322
2354,2377.00,17.095509,17.063647,51.7551,124.14,1426.5180,27359.6311,0.031862,0.239980,-1.429032,Nominal,0.003983,0.079993,-0.071452
2355,2377.50,16.952470,17.044665,54.9222,124.40,1422.6903,27427.7892,-0.092196,0.186900,-0.248115,Nominal,-0.011524,0.062300,-0.012406
2356,2378.00,17.218888,17.044665,52.2933,124.79,1425.6817,27396.4491,0.174223,0.265401,0.532836,Nominal,0.021778,0.088467,0.026642
2357,2378.50,17.077883,17.044665,57.1018,124.48,1420.5262,27435.6044,0.033218,0.281807,-0.282010,Nominal,0.004152,0.093936,-0.014101
2358,2379.00,17.298881,17.044665,58.7521,124.74,1419.3830,27436.5421,0.254216,0.297060,0.441997,Nominal,0.031777,0.099020,0.022100
2359,2379.50,16.746385,17.016871,57.4265,124.04,1422.5368,27272.8709,-0.270486,0.258012,-1.049403,Nominal,-0.033811,0.086004,-0.052470
2360,2380.00,16.376925,17.016871,54.9266,124.25,1423.8357,25167.7878,-0.639946,0.151377,-0.738921,Nominal,-0.079993,0.050459,-0.036946
2361,2380.50,16.299643,16.998568,55.5405,124.00,1425.4949,25178.9504,-0.698924,0.025150,-0.117956,Nominal,-0.087366,0.008383,-0.005898
2362,2381.00,16.890102,16.978230,53.0517,124.58,1423.3286,25175.9649,-0.088128,-0.054978,1.221592,Nominal,-0.011016,-0.018326,0.061080
2363,2381.50,16.558605,16.958910,46.1547,124.31,1425.7840,25363.5713,-0.400305,-0.169647,-0.624354,Nominal,-0.050038,-0.056549,-0.031218
2364,2382.00,16.375569,16.958910,51.7373,124.39,1427.0028,26213.3984,-0.583341,-0.231167,-0.366071,Nominal,-0.072918,-0.077056,-0.018304
2365,2382.50,16.193890,16.928404,50.2160,124.95,1428.8266,27386.1001,-0.734514,-0.295399,-0.302347,Nominal,-0.091814,-0.098466,-0.015117
2366,2383.00,16.088814,16.928404,50.6853,124.78,1427.8903,27418.1400,-0.839590,-0.396780,-0.210152,Nominal,-0.104949,-0.132260,-0.010508
2367,2383.50,16.150503,16.899254,50.1537,124.20,1428.0882,27410.6661,-0.748750,-0.474977,0.181680,Nominal,-0.093594,-0.158326,0.009084
2368,2384.00,16.336250,16.892136,48.8192,124.48,1429.7563,27396.9042,-0.555885,-0.555987,0.385730,Nominal,-0.069486,-0.185329,0.019287
2369,2384.50,16.311846,16.892136,49.2018,124.50,1429.0268,27421.5460,-0.580290,-0.586967,-0.048809,Nominal,-0.072536,-0.195656,-0.002440
2370,2385.00,16.468443,16.892136,52.3778,124.44,1427.4210,27409.0182,-0.423693,-0.565342,0.313194,Nominal,-0.052962,-0.188447,0.015660
2371,2385.50,16.896203,16.895186,51.8529,124.18,1426.9005,27470.1403,0.001017,-0.495348,0.849420,Nominal,0.000127,-0.165116,0.042471
2372,2386.00,16.959927,16.900271,52.7203,124.71,1424.9166,27379.1708,0.059656,-0.480570,0.117278,Nominal,0.007457,-0.160190,0.005864
2373,2386.50,17.431073,16.928404,55.0757,124.53,1422.7236,27433.2775,0.502670,-0.390272,0.886027,Nominal,0.062834,-0.130091,0.044301
2374,2387.00,17.266342,16.956198,54.3261,124.51,1424.3028,27488.6941,0.310143,-0.300924,-0.385052,Nominal,0.038768,-0.100308,-0.019253
2375,2387.50,17.159232,16.962638,61.0029,124.59,1419.5788,27464.9140,0.196594,-0.207813,-0.227100,Nominal,0.024574,-0.069271,-0.011355
2376,2388.00,17.580891,16.978230,61.5189,124.73,1415.2862,27496.0301,0.602661,-0.063588,0.812135,Nominal,0.075333,-0.021196,0.040607
2377,2388.50,17.643937,16.998568,60.2912,124.45,1415.0861,27458.5743,0.645369,0.075824,0.085417,Nominal,0.080671,0.025275,0.004271
2378,2389.00,17.144318,17.016871,61.8169,124.62,1414.8770,27432.1915,0.127447,0.144157,-1.035845,Nominal,0.015931,0.048052,-0.051792
2379,2389.50,17.927981,17.044665,63.4405,124.62,1415.7221,27469.3818,0.883315,0.290518,1.511737,Nominal,0.110414,0.096839,0.075587
2380,2390.00,18.332014,17.063986,63.8631,124.54,1413.8784,27472.0294,1.268029,0.459690,0.769427,Nominal,0.158504,0.153230,0.038471
2381,2390.50,18.466240,17.072121,67.7464,124.67,1412.8486,27432.4880,1.394120,0.599000,0.252182,Nominal,0.174265,0.199667,0.012609
2382,2391.00,18.300831,17.080256,64.2412,124.75,1411.6164,27484.1022,1.220575,0.715092,-0.347089,Nominal,0.152572,0.238364,-0.017354
2383,2391.50,18.329303,17.080256,64.6593,124.75,1413.6359,27437.8728,1.249047,0.789730,0.056944,Nominal,0.156131,0.263243,0.002847
2384,2392.00,18.376079,17.080256,66.5232,124.44,1411.9278,27422.1424,1.295823,0.888298,0.093551,Nominal,0.161978,0.296099,0.004678
2385,2392.50,18.493357,17.080256,67.8799,124.42,1409.9617,27439.4034,1.413101,1.009949,0.234557,Nominal,0.176638,0.336650,0.011728
2386,2393.00,19.062800,17.080256,70.4554,124.61,1409.0053,27471.5054,1.982545,1.147937,1.138887,Nominal,0.247818,0.382646,0.056944
2387,2393.50,18.531320,17.080256,69.1587,124.33,1408.7807,27412.8000,1.451064,1.228507,-1.062961,Nominal,0.181383,0.409502,-0.053148
2388,2394.00,18.901458,17.080256,71.9678,124.96,1405.5179,27437.8935,1.821202,1.397882,0.740277,Nominal,0.227650,0.465961,0.037014
2389,2394.50,19.596993,17.080256,74.1563,124.42,1402.9469,27428.9717,2.516737,1.561224,1.391069,Nominal,0.314592,0.520408,0.069553
2390,2395.00,19.389552,17.080256,75.1038,125.00,1404.1034,27381.1634,2.309297,1.665351,-0.414880,Nominal,0.288662,0.555117,-0.020744
2391,2395.50,19.359047,17.080256,72.1702,124.56,1406.5811,27408.6356,2.278791,1.753818,-0.061012,Nominal,0.284849,0.584606,-0.003051
2392,2396.00,19.767826,17.080256,74.3921,124.42,1403.6764,27409.9215,2.687570,1.900518,0.817558,Nominal,0.335946,0.633506,0.040878
2393,2396.50,19.190247,17.080256,72.1679,124.46,1405.3578,27409.6181,2.109992,1.986612,-1.155157,Nominal,0.263749,0.662204,-0.057758
2394,2397.00,18.706220,17.080256,71.4029,124.39,1406.1763,27396.9386,1.625965,2.019626,-0.968054,Nominal,0.203246,0.673209,-0.048403
2395,2397.50,19.076359,17.080256,68.2402,124.30,1406.7434,25859.5077,1.996103,2.077927,0.740277,Nominal,0.249513,0.692642,0.037014
2396,2398.00,19.037040,17.080256,69.1743,124.45,1406.9769,25057.2441,1.956784,2.075351,-0.078637,Nominal,0.244598,0.691784,-0.003932
2397,2398.50,19.447853,17.080256,71.4918,124.26,1406.6344,25132.2522,2.367597,2.167004,0.821626,Nominal,0.295950,0.722335,0.041081
2398,2399.00,18.849259,17.080256,67.9288,124.62,1409.7927,25914.2038,1.769003,2.161784,-1.197187,Nominal,0.221125,0.720595,-0.059859
2399,2399.50,18.497424,17.080256,70.2775,124.50,1406.0962,27340.9394,1.417169,2.051827,-0.703670,Nominal,0.177146,0.683942,-0.035183
2400,2400.00,18.685883,17.080256,66.0027,124.33,1412.2214,27388.0237,1.605627,1.981460,0.376917,Nominal,0.200703,0.660487,0.018846
2401,2400.50,18.670969,17.080256,63.3160,124.55,1412.5417,27304.9557,1.590713,1.912652,-0.029828,Nominal,0.198839,0.637551,-0.001491
2402,2401.00,18.539455,17.080256,63.4272,124.88,1414.8926,27375.0374,1.459199,1.789815,-0.263029,Nominal,0.182400,0.596605,-0.013151
2403,2401.50,18.223549,17.080256,63.0402,124.37,1410.0062,27379.6259,1.143293,1.693145,-0.631811,Nominal,0.142912,0.564382,-0.031591
2404,2402.00,18.633006,17.080256,62.9557,124.34,1416.0246,27344.0421,1.552751,1.685824,0.818914,Nominal,0.194094,0.561941,0.040946
2405,2402.50,18.449971,17.080256,62.4108,124.68,1416.1781,27304.3765,1.369715,1.623185,-0.366071,Nominal,0.171214,0.541062,-0.018304
2406,2403.00,18.218126,17.080256,65.0908,124.43,1413.6003,27366.1260,1.137870,1.541294,-0.463690,Nominal,0.142234,0.513765,-0.023184
2407,2403.50,18.363198,17.080256,62.9824,124.27,1414.9704,27357.5558,1.282943,1.432828,0.290145,Nominal,0.160368,0.477609,0.014507
2408,2404.00,18.111016,17.080256,63.3560,124.81,1415.1216,27297.2060,1.030761,1.359004,-0.504364,Nominal,0.128845,0.453001,-0.025218
2409,2404.50,18.535387,17.080256,65.9716,124.33,1412.1057,27344.1799,1.455132,1.362800,0.848742,Nominal,0.181891,0.454267,0.042437
2410,2405.00,18.222193,17.080256,64.8640,124.67,1413.7338,27350.0405,1.141938,1.316431,-0.626388,Nominal,0.142742,0.438810,-0.031319
2411,2405.50,18.195077,17.080256,67.0925,124.40,1408.8719,27304.7488,1.114821,1.268842,-0.054233,Nominal,0.139353,0.422947,-0.002712
2412,2406.00,18.724524,17.080256,69.5057,124.56,1408.9942,27359.2036,1.644268,1.287349,1.058894,Nominal,0.205534,0.429116,0.052945
2413,2406.50,18.529964,17.080256,77.3946,124.10,1405.1398,27365.4020,1.449708,1.317991,-0.389120,Nominal,0.181214,0.439330,-0.019456
2414,2407.00,15.703083,17.072121,65.0019,124.49,1415.1884,27653.8649,-1.369037,1.025812,-5.637491,Nominal,-0.171130,0.341937,-0.281875
2415,2407.50,17.749013,17.072121,87.3453,124.61,1408.8052,27718.9376,0.676892,0.956530,4.091859,Nominal,0.084612,0.318843,0.204593
2416,2408.00,19.841718,17.072121,79.7099,124.75,1407.4151,27691.3344,2.769597,1.119702,4.185410,Nominal,0.346200,0.373234,0.209271
2417,2408.50,20.223381,17.072121,84.0892,124.60,1402.2663,27687.2975,3.151260,1.306534,0.763326,Nominal,0.393907,0.435511,0.038166
2418,2409.00,20.028143,17.072121,80.6552,124.67,1405.7626,27673.7769,2.956022,1.499060,-0.390476,Nominal,0.369503,0.499687,-0.019524
2419,2409.50,19.976622,17.072121,85.7684,124.34,1401.3811,27663.6520,2.904501,1.643997,-0.103042,Nominal,0.363063,0.547999,-0.005152
2420,2410.00,19.480392,17.072121,75.7799,124.37,1411.3940,27665.4619,2.408272,1.770630,-0.992459,Nominal,0.301034,0.590210,-0.049623
2421,2410.50,18.779434,17.080256,74.9481,124.41,1408.6940,27652.5273,1.699179,1.829066,-1.418186,Nominal,0.212397,0.609689,-0.070909
2422,2411.00,19.332608,17.089068,77.4035,124.13,1412.5239,27720.4269,2.243540,1.888993,1.088722,Nominal,0.280442,0.629664,0.054436
2423,2411.50,19.085171,17.107033,73.3134,124.62,1414.1497,27662.5764,1.978138,1.941836,-0.530803,Nominal,0.247267,0.647279,-0.026540
2424,2412.00,18.801127,17.107033,78.6401,124.50,1408.9386,27600.9062,1.694095,2.248150,-0.568088,Nominal,0.211762,0.749383,-0.028404
2425,2412.50,18.502848,17.131438,95.9215,124.31,1401.8659,27660.6424,1.371410,2.317601,-0.645369,Nominal,0.171426,0.772534,-0.032268
2426,2413.00,19.427515,17.151775,86.0286,124.73,1395.3359,27641.7921,2.275740,2.268216,1.808661,Nominal,0.284468,0.756072,0.090433
2427,2413.50,19.681731,17.161944,82.8459,124.09,1402.9002,27656.0815,2.519788,2.205068,0.488094,Nominal,0.314973,0.735023,0.024405
2428,2414.00,19.018058,17.175502,85.9485,124.63,1379.4425,27650.4244,1.842557,2.093722,-1.354462,Nominal,0.230320,0.697907,-0.067723
2429,2414.50,19.999671,17.191772,83.2040,124.17,1406.8479,27599.6928,2.807899,2.084062,1.930685,Nominal,0.350987,0.694687,0.096534
2430,2415.00,19.636311,17.191772,81.4091,124.67,1402.8913,27025.0665,2.444540,2.087688,-0.726718,Nominal,0.305567,0.695896,-0.036336
2431,2415.50,19.996959,17.242615,80.5395,124.58,1401.6658,25500.1082,2.754344,2.193205,0.619609,Nominal,0.344293,0.731068,0.030980
2432,2416.00,19.168554,17.242615,75.1171,124.29,1409.3345,25364.2883,1.925939,2.161445,-1.656810,Nominal,0.240742,0.720482,-0.082840
2433,2416.50,19.180757,17.282611,75.8555,124.18,1410.7846,25024.6733,1.898145,2.153446,-0.055589,Nominal,0.237268,0.717815,-0.002779
2434,2417.00,18.458106,17.282611,72.6684,125.00,1414.9103,11854.3803,1.175494,2.101586,-1.445302,Nominal,0.146937,0.700529,-0.072265
2435,2417.50,19.213296,17.282611,81.8295,124.19,1405.3978,11540.9343,1.930685,2.157513,1.510381,Nominal,0.241336,0.719171,0.075519
2436,2418.00,19.294645,17.282611,88.6708,124.40,1404.0500,13098.5565,2.012034,2.131142,0.162698,Nominal,0.251504,0.710381,0.008135
2437,2418.50,19.491239,17.282611,73.6959,124.54,1411.3095,21967.4896,2.208627,2.100026,0.393187,Nominal,0.276078,0.700009,0.019659
2438,2419.00,18.422854,17.282611,77.3412,124.54,1414.0007,22238.6191,1.140243,2.029795,-2.136769,Nominal,0.142530,0.676598,-0.106838
2439,2419.50,18.954335,17.282611,76.6073,124.47,1408.7162,22189.7008,1.671724,1.916178,1.062961,Nominal,0.208965,0.638726,0.053148
2440,2420.00,19.102119,17.282611,85.1034,124.47,1405.3800,20531.0221,1.819508,1.853674,0.295568,Nominal,0.227438,0.617891,0.014778
2441,2420.50,17.040598,17.242615,76.8897,124.42,1404.3480,20096.2904,-0.202017,1.558038,-4.043049,Nominal,-0.025252,0.519346,-0.202152
2442,2421.00,17.820871,17.242615,84.0803,124.56,1409.7793,22237.2125,0.578256,1.423270,1.560546,Nominal,0.072282,0.474423,0.078027
2443,2421.50,16.382348,17.191772,53.0762,125.55,1417.5815,22243.6040,-0.809423,1.152513,-2.775359,Nominal,-0.101178,0.384171,-0.138768
2444,2422.00,15.515981,17.161944,59.0146,139.40,1430.5547,22187.6944,-1.645963,0.870367,-1.673079,Nominal,-0.205745,0.290122,-0.083654
2445,2422.50,16.721303,17.151775,67.7108,139.41,1422.7993,27523.5609,-0.430472,0.634252,2.430982,Nominal,-0.053809,0.211417,0.121549
2446,2423.00,18.067630,17.151775,75.1660,139.33,1411.5497,27549.0646,0.915855,0.524634,2.692654,Nominal,0.114482,0.174878,0.134633
2447,2423.50,18.059495,17.151775,76.0112,139.61,1411.3896,27582.9868,0.907720,0.394543,-0.016270,Nominal,0.113465,0.131514,-0.000813
2448,2424.00,18.313711,17.151775,71.2160,139.52,1416.5606,27572.8963,1.161936,0.396712,0.508432,Nominal,0.145242,0.132237,0.025422
2449,2424.50,18.662834,17.151775,75.9623,139.12,1415.4019,27561.7440,1.511059,0.380646,0.698246,Nominal,0.188882,0.126882,0.034912
2450,2425.00,19.300068,17.151775,74.2986,139.38,1413.5025,27498.4157,2.148294,0.413524,1.274469,Nominal,0.268537,0.137841,0.063723
2451,2425.50,19.012635,17.151775,72.4437,139.23,1414.8103,27533.3238,1.860860,0.619812,-0.574867,Nominal,0.232608,0.206604,-0.028743
2452,2426.00,18.697407,17.151775,71.5096,139.53,1417.4636,27516.3282,1.545632,0.716550,-0.630455,Nominal,0.193204,0.238850,-0.031523
2453,2426.50,18.672325,17.151775,87.8346,139.47,1397.0085,27497.0367,1.520550,0.949547,-0.050165,Nominal,0.190069,0.316516,-0.002508
2454,2427.00,19.423448,17.151775,75.9756,139.33,1408.9520,27548.7681,2.271673,1.341311,1.502246,Nominal,0.283959,0.447104,0.075112
2455,2427.50,19.462089,17.151775,74.9792,139.44,1411.7276,27535.8508,2.310314,1.615389,0.077282,Nominal,0.288789,0.538463,0.003864
2456,2428.00,19.468190,17.151775,82.8348,140.00,1408.2180,27504.1107,2.316415,1.755445,0.012202,Nominal,0.289552,0.585148,0.000610
2457,2428.50,20.085087,17.151775,82.9994,139.54,1401.6791,27493.8513,2.933312,1.958004,1.233794,Nominal,0.366664,0.652668,0.061690
2458,2429.00,19.816635,17.151775,78.9292,139.54,1407.8933,27511.2744,2.664860,2.108297,-0.536904,Nominal,0.333108,0.702766,-0.026845
2459,2429.50,19.181434,17.151775,80.7063,139.13,1406.2296,27502.4870,2.029659,2.160157,-1.270401,Nominal,0.253707,0.720052,-0.063520
2460,2430.00,19.641735,17.151775,78.8892,139.64,1407.5063,27539.4119,2.489960,2.194324,0.920600,Nominal,0.311245,0.731441,0.046030
2461,2430.50,19.263461,17.151775,74.4543,140.00,1412.1102,27549.7471,2.111686,2.219406,-0.756546,Nominal,0.263961,0.739802,-0.037827
2462,2431.00,19.302780,17.161944,75.8511,139.75,1409.8527,27560.2996,2.140837,2.278927,0.058300,Nominal,0.267605,0.759642,0.002915
2463,2431.50,19.087205,17.191772,79.1339,140.00,1410.4510,27480.5514,1.895433,2.316415,-0.490806,Nominal,0.236929,0.772138,-0.024540
2464,2432.00,19.782740,17.242615,78.7780,140.00,1407.6531,27459.0466,2.540125,2.343260,1.289383,Nominal,0.317516,0.781087,0.064469
2465,2432.50,20.646396,17.282611,86.9405,139.70,1401.0964,27514.1909,3.363784,2.448607,1.647319,Nominal,0.420473,0.816202,0.082366
2466,2433.00,20.837566,17.329387,86.6847,139.34,1397.7891,27499.2568,3.508179,2.567784,0.288789,Nominal,0.438522,0.855928,0.014439
2467,2433.50,21.019246,17.372095,87.1896,139.49,1399.4150,27580.9666,3.647150,2.639167,0.277943,Nominal,0.455894,0.879722,0.013897
2468,2434.00,19.759691,17.407686,85.6327,139.79,1402.4442,27491.6174,2.352005,2.607882,-2.590290,Nominal,0.294001,0.869294,-0.129515
2469,2434.50,20.706730,17.443276,92.4163,139.65,1395.4138,27548.1303,3.263454,2.731261,1.822897,BoundaryGrazing,0.407932,0.910420,0.091145
2470,2435.00,21.698510,17.463274,94.4046,139.40,1392.4090,27511.7846,4.235236,2.905789,1.943565,BoundaryGrazing,0.529405,0.968596,0.097178
2471,2435.50,21.106018,17.525981,103.5279,139.41,1387.4581,27553.3738,3.580037,3.052624,-1.310398,DriftAccum,0.447505,1.017541,-0.065520
2472,2436.00,21.739185,17.603940,89.3069,139.61,1395.7496,27541.1080,4.135245,3.252065,1.110415,DriftAccum,0.516906,1.084022,0.055521
2473,2436.50,21.460564,17.635463,87.6188,139.51,1399.1926,27482.9128,3.825101,3.445032,-0.620287,DriftAccum,0.478138,1.148344,-0.031014
2474,2437.00,20.947387,17.696475,87.6211,139.00,1397.6713,27525.6500,3.250912,3.516110,-1.148378,DriftAccum,0.406364,1.172037,-0.057419
2475,2437.50,21.960183,17.762910,80.4505,139.47,1407.7910,27508.5579,4.197273,3.599459,1.892722,DriftAccum,0.524659,1.199820,0.094636
2476,2438.00,20.927050,17.762910,93.6773,139.48,1397.0574,27500.0256,3.164140,3.565056,-2.066267,DriftAccum,0.395518,1.188352,-0.103313
2477,2438.50,22.030686,17.793416,92.8121,139.39,1392.3912,27492.8654,4.237270,3.624067,2.146260,DriftAccum,0.529659,1.208022,0.107313
2478,2439.00,22.053735,17.815448,91.0551,138.98,1398.7922,27541.6320,4.238287,3.812696,0.002034,DriftAccum,0.529786,1.270899,0.000102
2479,2439.50,21.763590,17.815448,89.5116,139.47,1394.0682,27482.4750,3.948142,3.881164,-0.580290,DriftAccum,0.493518,1.293721,-0.029015
2480,2440.00,20.964335,17.874426,101.5017,139.26,1389.1885,27535.4336,3.089909,3.766632,-1.716466,DriftAccum,0.386239,1.255544,-0.085823
